id	Sentença	Posição da palavra alvo	Palavra alvo	Classe	Obra	Autor	Ano	Movimento	tamanho sentença
789	Viam-se ali caras de todas as idades, cores e feitios, desde a velha africana, trombuda e macilenta, até à roliça e luzidia crioula, desde a negra brunida como azeviche até à mulata quase branca.	30	negra	negro	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	40
789	Viam-se ali caras de todas as idades, cores e feitios, desde a velha africana, trombuda e macilenta, até à roliça e luzidia crioula, desde a negra brunida como azeviche até à mulata quase branca.	26	crioula	crioulo	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	40
789	Viam-se ali caras de todas as idades, cores e feitios, desde a velha africana, trombuda e macilenta, até à roliça e luzidia crioula, desde a negra brunida como azeviche até à mulata quase branca.	36	mulata	mulato	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	40
789	Viam-se ali caras de todas as idades, cores e feitios, desde a velha africana, trombuda e macilenta, até à roliça e luzidia crioula, desde a negra brunida como azeviche até à mulata quase branca.	38	branca	branco	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	40
792	Os olhos negros não eram muito grandes, mas tinham uma viveza e travessura encantadoras.	2	negros	negro	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	16
793	Os cabelos negros e anelados podiam estar bem na cabeça da mais branca fidalga de além-mar.	2	negros	negro	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	17
793	Os cabelos negros e anelados podiam estar bem na cabeça da mais branca fidalga de além-mar.	12	branca	branco	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	17
799	— Minhas camaradas, — dizia a suas vizinhas uma crioula idosa, matreira e sabida em todos os mistérios da casa desde os tempos dos senhores velhos, — agora que sinhô velho morreu, e que sinhá Malvina foi-se embora para a casa de seu pai dela, é que nós vamos ver o que é rigor de cativeiro.	10	crioula	crioulo	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	62
814	— Também, a dizer a verdade, não sei o que será melhor, — observou outra escrava, — se estar na roça trabalhando de enxada, ou aqui pregada na roda, desde que amanhece até nove, dez horas da noite.	18	escrava	escravo	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	46
822	— ponderou a velha crioula — tudo é cativeiro.	4	crioula	crioulo	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	10
823	Quem teve a desgraça de nascer cativo de um mau senhor, dê por aqui, dê por acolá, há de penar sempre.	10	senhor	senhor	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	25
832	— bradou com voz severa a velha crioula.	7	crioula	crioulo	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	9
840	Juliana era uma mulata bonita e sacudida;	3	mulata	mulato	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	8
844	— continuou a crioula velha.	3	crioula	crioulo	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	6
867	Pobre do senhor Miguel!	2	senhor	senhor	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	5
870	murmurou enfadada a velha crioula, relanceando um olhar de repreensão sobre a mulata.	4	crioula	crioulo	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	15
870	murmurou enfadada a velha crioula, relanceando um olhar de repreensão sobre a mulata.	13	mulata	mulato	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	15
871	— Que mal te fez a pobre Isaura, aquela pomba sem fel, que com ser o que e, bonita e civilizada como qualquer moça branca, não é capaz de fazer pouco caso de ninguém?	27	branca	branco	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	39
877	Um homem espadaúdo e quadrado, de barba espessa e negra, de fisionomia dura e repulsiva, apresenta-se à porta do salão, e vai entrando.	10	negra	negro	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	28
879	Acompanhava-o um mulato ainda novo, esbelto e aperaltado, trajando uma bonita libré de pajem, e conduzindo uma roda de fiar.	2	mulato	mulato	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	24
881	As escravas todas levantaram-se e tomaram a bênção ao feitor.	1	escravas	escravo	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	11
888	teu senhor assim o quer.	1	senhor	senhor	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	6
892	Posto que criada na sala e empregada quase sempre em trabalhos delicados, todavia era ela hábil em todo o gênero de serviço doméstico: sabia fiar, tecer, lavar, engomar, e cozinhar tão bem ou melhor do que qualquer outra.	2	criada	criado	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	45
896	Cônscia de sua condição, Isaura procurava ser humilde como qualquer outra escrava, porque a despeito de sua rara beleza e dos dotes de seu espírito, os fumos da vaidade não lhe intumesciam o coração, nem turvavam-lhe a luz de seu natural bom senso.	12	escrava	escravo	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	48
898	Ninguém diria que era uma escrava, que trabalhava entre as companheiras, e a tomaria antes por uma senhora moça, que, por desenfado, fiava entre as escravas.	5	escrava	escravo	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	32
898	Ninguém diria que era uma escrava, que trabalhava entre as companheiras, e a tomaria antes por uma senhora moça, que, por desenfado, fiava entre as escravas.	30	escravas	escravo	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	32
898	Ninguém diria que era uma escrava, que trabalhava entre as companheiras, e a tomaria antes por uma senhora moça, que, por desenfado, fiava entre as escravas.	19	senhora	senhor	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	32
900	As outras escravas a contemplavam todas com certo interesse e comiseração, porque de todas era querida, menos de Rosa, que lhe tinha inveja e aversão mortal.	2	escravas	escravo	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	30
906	A gentil mulatinha sentiu-se cruelmente ferida em seu coração com esse desdém, e como era maligna e vingativa, não podendo vingar-se de seu senhor, jurou descarregar todo o peso de seu rancor sobre a pessoa de sua infeliz rival.	2	mulatinha	mulato	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	43
906	A gentil mulatinha sentiu-se cruelmente ferida em seu coração com esse desdém, e como era maligna e vingativa, não podendo vingar-se de seu senhor, jurou descarregar todo o peso de seu rancor sobre a pessoa de sua infeliz rival.	25	senhor	senhor	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	43
908	Uma cascavel que te morda a língua, cão danado! — Estas e outras pragas vomitavam as escravas resmungando entre si contra o feitor, apenas este voltou-lhes as costas.	18	escravas	escravo	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	32
909	O feitor é o ente mais detestado entre os escravos; um carrasco não carrega com tantos ódios, abominado mais do que o senhor cruel, que o muniu do azorrague desapiedado para açoitá-los e acabrunhá-los de trabalhos.	9	escravos	escravo	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	40
909	O feitor é o ente mais detestado entre os escravos; um carrasco não carrega com tantos ódios, abominado mais do que o senhor cruel, que o muniu do azorrague desapiedado para açoitá-los e acabrunhá-los de trabalhos.	24	senhor	senhor	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	40
935	eu pensei que a senhora tinha esquecido os seus melindres lá no salão.	4	senhora	senhor	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	14
937	mas eu bem sei, que na sala ou na cozinha eu não sou mais do que uma escrava como tu.	18	escrava	escravo	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	22
941	eram três para quatro horas da tarde; a sineta chamava os escravos a jantar.	12	escravos	escravo	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	16
942	As escravas suspendem seus trabalhos e levantam-se;	1	escravas	escravo	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	8
950	— Tem razão; também uma rapariga civilizada e mimosa como você não deve comer do caldeirão dos escravos.	18	escravos	escravo	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	20
954	— bradou a crioula velha, que parecia ser a priora daquele rancho de fiandeiras.	3	crioula	crioulo	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	16
958	As escravas retiraram-se todas do salão, ficando só Isaura, entregue ao seu trabalho e mais ainda às suas tristes e inquietadoras reflexões.	1	escravas	escravo	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	25
971	já que tive a desgraça de nascer cativa, não era melhor que tivesse nascido bruta e disforme, como a mais vil das negras, do que ter recebido do céu estes dotes, que só servem para amargurar-me a existência?	24	negras	negro	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	43
988	— Não, não, Isaura; Deus me livre de te ofender; pelo contrário, dói-me deveras dentro do coração ver aqui misturada com esta corja de negras beiçudas e catinguentas uma rapariga como tu, que só merece pisar em tapetes e deitar em colchões de damasco.	29	negras	negro	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	51
989	Esse senhor Leôncio tem mesmo um coração de fera.	1	senhor	senhor	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	10
1004	— Então a senhora quer só ouvir as finezas dos moços bonitos lá na sala!	3	senhora	senhor	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	16
1005	pois olha, minha camarada, isso nem sempre pode ser, e cá da nossa laia não és capaz de encontrar rapaz de melhor figura do que este seu criado.	30	criado	criado	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	32
1016	Retire-se daqui, se não irei dizer tudo ao senhor Leôncio.	9	senhor	senhor	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	12
1027	sempre e em toda parte esta contínua importunação de senhores e de escravos, que não a deixam sossegar um só momento!	12	escravos	escravo	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	23
1030	Fácil lhe fora repelir as importunações e insolências dos escravos e criados;	11	criados	criado	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	13
1030	Fácil lhe fora repelir as importunações e insolências dos escravos e criados;	9	escravos	escravo	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	13
1031	mas que seria dela, quando viesse o senhor?!	8	senhor	senhor	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	11
1036	— Foram jantar, senhor; mas não tardarão a voltar.	4	senhor	senhor	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	12
1050	respondeu a escrava erguendo-se sobressaltada; depois murmurou tristemente dentro d'alma: — meu Deus!	2	escrava	escravo	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	16
1053	Agora nos é indispensável abandonar por alguns instantes Isaura em sua penível situação diante de seu dissoluto e bárbaro senhor para informarmos o leitor sobre o que ocorrera no seio daquela pequena família, e em que pé ficaram os negócios da casa, depois que a notícia da morte do comendador, estalando como uma bomba no meio das intrigas domésticas, veio dar-lhes dolorosa diversão no momento em que elas, refervendo no mais alto grau de ebulição, reclamavam forçosamente um desenlace qualquer.	19	senhor	senhor	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	87
1096	não continua a ser considerada antes como uma filha da família, do que como uma escrava?	16	escrava	escravo	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	18
1104	Entreguemo-la ao senhor Miguel, que ficará em muito boas mãos, e debaixo de muito boa sombra.	2	senhor	senhor	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	19
1105	— Pobre do senhor Miguel!	3	senhor	senhor	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	6
1127	onde poderia encontrar proteção contra as tirânicas vontades de seu libertino e execrável senhor?	13	senhor	senhor	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	15
1132	A senhora, com o correr dos dias, tornava-se cada vez menos tratável e benigna para com a escrava, que antes havia tratado com carinho e intimidade quase fraternal.	19	escrava	escravo	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	32
1132	A senhora, com o correr dos dias, tornava-se cada vez menos tratável e benigna para com a escrava, que antes havia tratado com carinho e intimidade quase fraternal.	1	senhora	senhor	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	32
1134	Depois do desaguisado, de que Isaura foi causa inocente, Rosa ficou sendo a mucama ou criada da câmara de Malvina, e esta às vezes desabafava em presença da maligna mulata os ciúmes e desgostos que lhe ferviam e transvazavam do coração.	32	mulata	mulato	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	45
1134	Depois do desaguisado, de que Isaura foi causa inocente, Rosa ficou sendo a mucama ou criada da câmara de Malvina, e esta às vezes desabafava em presença da maligna mulata os ciúmes e desgostos que lhe ferviam e transvazavam do coração.	17	criada	criado	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	45
1139	Estes e outros quejandos enredos, que Rosa sabia habilmente insinuar nos ouvidos de sua senhora, eram bastantes para desvairar o espírito de uma cândida e inexperiente moça como Malvina, e foram produzindo o resultado que desejava a perversa mulatinha.	41	mulatinha	mulato	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	43
1139	Estes e outros quejandos enredos, que Rosa sabia habilmente insinuar nos ouvidos de sua senhora, eram bastantes para desvairar o espírito de uma cândida e inexperiente moça como Malvina, e foram produzindo o resultado que desejava a perversa mulatinha.	15	senhora	senhor	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	43
1140	Acabrunhada com aquele novo infortúnio, Isaura fez algumas tentativas para achegar-se de sua senhora, e saber o motivo por que lhe retirava a afeição e confiança, que sempre lhe mostrara, e a fim de poder manifestar sua inocência.	14	senhora	senhor	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	43
1144	Isaura ponderava isso tudo, e é custoso fazer-se idéia do estado de terror e desfalecimento em que ficou aquela pobre alma quando viu partir sua senhora, deixando-a inteiramente ao desamparo, entregue sem defesa aos insanos e bárbaros caprichos daquele que era seu senhor, amante e algoz ao mesmo tempo.	26	senhora	senhor	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	54
1144	Isaura ponderava isso tudo, e é custoso fazer-se idéia do estado de terror e desfalecimento em que ficou aquela pobre alma quando viu partir sua senhora, deixando-a inteiramente ao desamparo, entregue sem defesa aos insanos e bárbaros caprichos daquele que era seu senhor, amante e algoz ao mesmo tempo.	45	senhor	senhor	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	54
1149	Fez as mais esplêndidas promessas, e os mais solenes protestos; abaixou-se até às mais humildes súplicas, e arrastou-se vilmente aos pés da escrava, de cuja boca não ouviu senão palavras amargas, e terríveis exprobrações; e vendo enfim que eram infrutíferos todos esses meios, retirou-se cheio de cólera, vomitando as mais tremendas ameaças.	25	escrava	escravo	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	61
1151	Dali teria de ser levada para a roça, da roça para o tronco, do tronco para o pelourinho, e deste certamente para o túmulo, se teimasse em sua resistência às ordens de seu senhor.	37	senhor	senhor	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	39
1155	De uma janela viu as escravas fiandeiras atravessarem o pátio para irem jantar, e notou a ausência de Isaura.	5	escravas	escravo	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	21
1157	vai tudo às mil maravilhas, murmurou Leôncio com satisfação; nesse momento passava-lhe pela mente a feliz lembrança de mandar o feitor levar as outras escravas para o cafezal, ficando ele quase a sós com Isaura no meio daqueles vastos e desertos edifícios.	26	escravas	escravo	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	46
